"Gene_name"
"Taldo1"
"Rpia"
"Dera"
"Rbks"
"Prps1"
"Prps2"
"Prps1l3"
"Prps1l1"
"Rgn"
"Idnk"
"Glyctk"
"Kl"
"Ugdh"
"Ugp2"
"Cryl1"
"Xylb"
"Akr1b7"
"Akr1b8"
"Akr1b3"
"Akr1b10"
"Dcxr"
"Sord"
"Crppa"
"Mpi"
"Pmm2"
"Pmm1"
"Gmppb"
"Gmppa"
"Gmds"
"Gfus"
"Fpgt"
"Fcsk"
"Pfkfb1"
"Pfkfb2"
"Pfkfb3"
"Pfkfb4"
"Tigar"
"Khk"
"Tkfc"
"Galk1"
"Galt"
"Gale"
"Glb1"
"Lct"
"Lalba"
"B4galt1"
"B4galt2"
"Gla"
"Mgam"
"Gaa"
"Ganc"
"69983"
"Miox"
"Gulo"
"216558"
"18605"
"209558"
"14936"
"232493"
"27357"
"74185"
"19309"
"110078"
"110095"
"77559"
"11722"
"100043684"
"109959"
"100043688"
"100043686"
"545562"
"58866"
"72157"
"66681"
"15277"
"212032"
"15275"
"216019"
"103988"
"14377"
"14378"
"68401"
"70974"
"14751"
"Chia1"
"Chit1"
"Chil6"
"Hexa"
"Hexb"
"Nagk"
"Pgm3"
"Uap1"
"Uap1l1"
"Gne"
"Renbp"
"Nans"
"Nanp"
"Npl"
"Cmas"
"Cmah"
"Cyb5r1"
"Cyb5r3"
"Cyb5r2"
"Cyb5rl"
"Cyb5r4"
"Amdhd2"
"Gnpnat1"
"Gnpda1"
"Gnpda2"
"Gfpt1"
"Gfpt2"
"Uxs1"
"Acaca"
"Acacb"
"Acyp1"
"Acyp2"
"Acot12"
"Ldhd"
"Glo1"
"Hagh"
"Grhpr"
"Me2"
"Me1"
"Me3"
"Acat2"
"Acat1"
"Acat3"
"Mcee"
"Pcca"
"Pccb"
"Mmut"
"Hao2"
"Hao1"
"Cat"
"Pgp"
"Agxt"
"Glul"
"Shmt1"
"Shmt2"
"Gldc"
"Amt"
"Gcsh"
"Hyi"
"Hoga1"
"Afmid"
"Acss3"
"Bckdha"
"Bckdhb"
"Dbt"
"Acads"
"Acox3"
"Acox1"
"Hadha"
"Ehhadh"
"Echs1"
"Hibch"
"Mlycd"
"Abat"
"Echdc1"
"Aldh6a1"
"Hadh"
"Acsm1"
"Acsm2"
"Acsm4"
"Acsm5"
"Acsm3"
"L2hgdh"
"Gad1"
"Gad2"
"Aldh5a1"
"Hmgcs1"
"Hmgcs2"
"Hmgcl"
"Hmgcll1"
"Oxct1"
"Oxct2a"
"Oxct2b"
"Aacs"
"Bdh2"
"Bdh1"
"Pik3c3"
"Mtm1"
"Mtmr1"
"Mtmr2"
"Mtmr4"
"Mtmr3"
"Mtmr6"
"Mtmr7"
"Mtmr14"
"Pi4ka"
"Pi4kb"
"Pi4k2a"
"Pi4k2b"
"Sacm1l"
"Inpp5f"
"Pip5k1c"
"Pip5k1b"
"Pip5k1a"
"Pip5kl1"
"Ocrl"
"Inpp5b"
"Inpp5e"
"Synj1"
"Synj2"
"Pik3ca"
"Pik3cd"
"Pik3cb"
"Pik3cg"
"Pten"
"Inpp5d"
"Inppl1"
"Pik3c2a"
"Pik3c2g"
"Pik3c2b"
"Inpp4a"
"Inpp4b"
"Pikfyve"
"Fig4"
"Pip4k2c"
"Pip4k2a"
"Pip4k2b"
"Plcb1"
"Plcb3"
"Plcb4"
"Plcb2"
"Plcd1"
"Plcd3"
"Plcd4"
"Plce1"
"Plcg1"
"Plcg2"
"Plcz1"
"Plch1"
"Plch2"
"Impa2"
"Impa1"
"Cdipt"
"Isyna1"
"Inpp1"
"Inpp5a"
"Inpp5k"
"Inpp5j"
"Itpkb"
"Itpka"
"Itpkc"
"Itpk1"
"Ipmk"
"Ippk"
"ND1"
"ND2"
"ND3"
"ND4"
"ND4L"
"ND5"
"ND6"
"Ndufs1"
"Ndufs2"
"Ndufs3"
"Ndufs4"
"Ndufs5"
"Ndufs6"
"Ndufs7"
"Ndufs8"
"Ndufv1"
"Ndufv2"
"Ndufv3"
"Ndufa1"
"Ndufa2"
"Ndufa3"
"Ndufa4"
"Ndufa4l2"
"Ndufa5"
"Ndufa6"
"Ndufa7"
"Ndufa8"
"Ndufa9"
"Ndufa10"
"Ndufab1"
"Ndufa11"
"Ndufa12"
"Ndufa13"
"Ndufb2"
"Ndufb3"
"Ndufb4"
"Ndufb4b"
"Ndufb4c"
"Ndufb5"
"Ndufb6"
"Ndufb7"
"Ndufb8"
"Ndufb9"
"Ndufb10"
"Ndufb11"
"Ndufc1"
"Ndufc2"
"Uqcrfs1"
"CYTB"
"Cyc1"
"Uqcrc1"
"Uqcrc2"
"Uqcrh"
"Uqcrb"
"Uqcrq"
"Uqcr10"
"Uqcr11"
"Cox10"
"COX3"
"COX1"
"COX2"
"Cox4i1"
"Cox4i2"
"Cox5a"
"Cox5b"
"Cox6a1"
"Cox6a2"
"Cox6b1"
"Cox6b2"
"Cox6c"
"Cox7a2"
"Cox7a1"
"Cox7a2l"
"Cox7b"
"Cox7b2"
"Cox7c"
"Cox8a"
"Cox8b"
"Cox8c"
"Cox11"
"Cox15"
"Cox17"
"Atp5a1"
"Atp5b"
"Atp5c1"
"Atp5d"
"Atp5e"
"Atp5o"
"ATP6"
"Atp5pb"
"Atp5g1"
"Atp5g2"
"Atp5g3"
"Atp5h"
"Atp5k"
"Atp5j2"
"Atp5l"
"Atp5j"
"ATP8"
"Atp6v1a"
"Atp6v1b2"
"Atp6v1b1"
"Atp6v1c1"
"Atp6v1c2"
"Atp6v1d"
"Atp6v1e1"
"Atp6v1e2"
"Atp6v1f"
"Atp6v1g2"
"Atp6v1g1"
"Atp6v1g3"
"Atp6v1h"
"Atp6v0a1"
"Atp6v0a2"
"Tcirg1"
"Atp6v0a4"
"Atp6v0c"
"Atp6v0b"
"Atp6v0d1"
"Atp6v0d2"
"Atp6v0e"
"Atp6v0e2"
"Atp6ap1"
"Atp4a"
"Atp4b"
"Atp12a"
"Ppa1"
"Ppa2"
"Lhpp"
"Glud1"
"Cps1"
"Car3"
"Car5a"
"Car6"
"Car14"
"Car5b"
"Car1"
"Car9"
"Car12"
"Car7"
"Car8"
"Car15"
"Car13"
"Car2"
"Car4"
"Papss2"
"Papss1"
"Bpnt1"
"Bpnt2"
"Suox"
"Sqor"
"Ethe1"
"Mpst"
"Tst"
"Selenbp2"
"Selenbp1"
"Acsf3"
"Mcat"
"Fasn"
"Oxsm"
"Cbr4"
"H2-Ke6"
"Htd2"
"Mecr"
"Olah"
"Acsl1"
"Acsl4"
"Acsl6"
"Acsl3"
"Acsl5"
"Acsbg2"
"Acsbg1"
"Acsbg3"
"Acaa2"
"Hadhb"
"Ppt1"
"Ppt2"
"Elovl1"
"Elovl2"
"Elovl3"
"Elovl4"
"Elovl5"
"Elovl6"
"Elovl7"
"Hsd17b12"
"Hacd2"
"Hacd1"
"Hacd4"
"Hacd3"
"Tecr"
"Acot1"
"Acot2"
"Acot3"
"Acot5"
"Acot4"
"Acot7"
"Them4"
"Them5"
"Acaa1a"
"Acaa1b"
"Acadm"
"Acadl"
"Acadsb"
"Acadvl"
"Gcdh"
"Cpt1a"
"Cpt1b"
"Cpt1c"
"Cpt2"
"Eci1"
"Eci2"
"Eci3"
"Cyp4a12b"
"Cyp4a10"
"Cyp4a14"
"Cyp4a30b"
"Cyp4a29"
"Cyp4a31"
"Cyp4a32"
"Cyp4a12a"
"Fdft1"
"Sqle"
"Lss"
"Cyp51"
"Tm7sf2"
"Lbr"
"Msmo1"
"Nsdhl"
"Hsd17b7"
"Ebp"
"Dhcr24"
"Sc5d"
"Dhcr7"
"Lipa"
"Cel"
"Soat1"
"Soat2"
"Cyp2r1"
"Cyp27b1"
"Cyp24a1"
"Cyp46a1"
"Cyp39a1"
"Hsd3b7"
"Ch25h"
"Cyp7b1"
"Cyp7a1"
"Cyp27a1"
"Cyp8b1"
"Akr1d1"
"Slc27a5"
"Amacr"
"Acox2"
"Hsd17b4"
"Scp2"
"Acot8"
"Baat"
"Acnat2"
"Acnat1"
"Cyp11a1"
"Cyp17a1"
"Sts"
"Sult2b1"
"Cyp21a1"
"Hsd3b4"
"Hsd3b5"
"Hsd3b2"
"Hsd3b1"
"Hsd3b6"
"Gm10681"
"Gm4450"
"Hsd3b3"
"Srd5a1"
"Srd5a2"
"Srd5a3"
"Cyp11b2"
"Cyp11b1"
"Hsd11b2"
"Akr1c18"
"Sult1e1"
"Hsd17b1"
"Hsd17b2"
"Hsd17b6"
"Dhrs11"
"Cyp2b10"
"Cyp2b13"
"Cyp2b19"
"Cyp2b9"
"Cyp2b23"
"Cyp2c38"
"Cyp2c39"
"Cyp2c40"
"Cyp2c23"
"Cyp2c29"
"Cyp2c70"
"Cyp2c37"
"Cyp2c55"
"Cyp2c65"
"Cyp2c66"
"Cyp2c50"
"Cyp2c54"
"Cyp2c68"
"Cyp2d22"
"Cyp2d9"
"Cyp2d10"
"Cyp2d26"
"Cyp2d34"
"Cyp2d12"
"Cyp2d11"
"Cyp2d40"
"Cyp3a11"
"Cyp3a13"
"Cyp3a16"
"Cyp3a25"
"Cyp3a41a"
"Cyp3a44"
"Cyp3a41b"
"Cyp19a1"
"Comt"
"Tomt"
"Hsd17b3"
"Gk"
"Gk2"
"Gykl1"
"Gpam"
"Gpat2"
"Gpat4"
"Gpat3"
"Agpat1"
"Agpat2"
"Agpat3"
"Agpat4"
"Agpat5"
"Lclat1"
"Mboat1"
"Mboat2"
"Plpp1"
"Plpp2"
"Plpp3"
"Lpin1"
"Lpin3"
"Lpin2"
"Plpp5"
"Plpp4"
"Dgka"
"Dgkg"
"Dgkq"
"Dgkz"
"Dgkb"
"Dgke"
"Dgki"
"Dgkh"
"Dgkd"
"Dgkk"
"Dgat1"
"Dgat2"
"Pnpla2"
"Pnpla3"
"Pnlip"
"Pnliprp1"
"Pnliprp2"
"Lipc"
"Lipf"
"Lipg"
"Lpl"
"Agk"
"Mgll"
"Mogat1"
"Mogat2"
"Gpd1"
"Gpd1l"
"Gpd2"
"Gnpat"
"Adprm"
"Chpt1"
"Cept1"
"Pld2"
"Pld1"
"Pld3"
"Pld4"
"Lcat"
"Pla2g2f"
"Pla2g1b"
"Pla2g2c"
"Pla2g5"
"Pla2g2d"
"Pla2g2e"
"Pla2g12a"
"Pla2g12b"
"Pla2g10"
"Pla2g2a"
"Pla2g3"
"Pla2g4e"
"Pla2g4a"
"Pla2g4b"
"Pla2g4c"
"Pla2g4d"
"Pla2g4f"
"Pla2g6"
"Plb1"
"Plaat3"
"Lpcat2"
"Lpcat1"
"Lpcat2b"
"Lpcat4"
"Lpcat3"
"Lypla1"
"Pla2g15"
"Lypla2"
"Pnpla6"
"Pnpla7"
"Gpcpd1"
"Chat"
"Ache"
"Chka"
"Chkb"
"Phospho1"
"Pcyt1a"
"Pcyt1b"
"Selenoi"
"Etnk1"
"Etnk2"
"Pcyt2"
"Etnppl"
"Pemt"
"Cds1"
"Cds2"
"Pla1a"
"Ptdss1"
"Ptdss2"
"Pisd"
"Pgs1"
"Crls1"
"Taz"
"Lpgat1"
"Mboat7"
"Agps"
"Tmem189"
"Enpp6"
"Enpp2"
"Gdpd3"
"Gdpd1"
"Tmem86b"
"Ugt8a"
"Gal3st1"
"Pafah1b1"
"Pafah1b2"
"Pafah1b3"
"Pafah2"
"Pla2g7"
"Sptlc2"
"Sptlc1"
"Sptlc3"
"Kdsr"
"Cers3"
"Cers2"
"Cers1"
"Cers4"
"Cers6"
"Cers5"
"Asah1"
"Asah2"
"Acer2"
"Acer1"
"Acer3"
"Degs2"
"Degs1"
"9130409I23Rik"
"Sgms1"
"Sgms2"
"Smpd1"
"Smpd2"
"Smpd3"
"Smpd4"
"Enpp7"
"Cerk"
"Sgpp1"
"Sgpp2"
"Sphk2"
"Sphk1"
"Sgpl1"
"Ugcg"
"Gba"
"Gba2"
"B4galt6"
"Galc"
"Arsa"
"Neu1"
"Neu3"
"Neu4"
"Neu2"
"Psap"
"Psapl1"
"Ptgs1"
"Ptgs2"
"Ptges"
"Ptges2"
"Ptges3"
"Prxl2b"
"Tbxas1"
"Ptgds"
"Ptgis"
"Alox5"
"Lta4h"
"Cyp4f18"
"Cyp4f14"
"Cyp4f13"
"Ltc4s"
"Ggt1"
"Ggt5"
"Gpx1"
"Gpx2"
"Gpx3"
"Gpx5"
"Gpx7"
"Gpx6"
"Gpx8"
"Cyp2j8"
"Cyp2j13"
"Cyp2j11"
"Cyp2j9"
"Cyp2j5"
"Cyp2j12"
"Cyp2j6"
"Cyp2u1"
"Alox12"
"Alox12e"
"Alox12b"
"Alox8"
"Ephx2"
"Alox15"
"Fads2"
"Scd1"
"Scd2"
"Scd3"
"Scd4"
"Fads1"
"Nudt9"
"Nudt5"
"Ppat"
"Gart"
"Pfas"
"Paics"
"Adsl"
"Atic"
"Aprt"
"Nt5c2"
"Nt5c1b"
"Nt5c1a"
"Nt5c"
"Nt5m"
"Nt5el"
"Nt5e"
"Nt5c3b"
"Nt5c3"
"Pnp"
"Pnp2"
"Ak9"
"Entpd1"
"Entpd3"
"Entpd8"
"Cant1"
"Entpd4"
"Entpd4b"
"Entpd5"
"Entpd6"
"Nudt16"
"Nudt16l2"
"Nudt2"
"Gmpr"
"Gmpr2"
"Gda"
"Guk1"
"Dguok"
"Hddc3"
"Prune1"
"Adcy1"
"Adcy2"
"Adcy3"
"Adcy4"
"Adcy5"
"Adcy6"
"Adcy7"
"Adcy8"
"Adcy9"
"Adcy10"
"Gucy1a1"
"Gucy1a2"
"Gucy1b2"
"Gucy1b1"
"Gucy2c"
"Gucy2e"
"Gucy2d"
"Gucy2f"
"Gucy2g"
"Npr1"
"Npr2"
"Pde1a"
"Pde1b"
"Pde1c"
"Pde2a"
"Pde3a"
"Pde3b"
"Pde5a"
"Pde6a"
"Pde6b"
"Pde6c"
"Pde6d"
"Pde6g"
"Pde6h"
"Pde9a"
"Pde10a"
"Pde11a"
"Adssl1"
"Adss"
"Ampd3"
"Ampd2"
"Ampd1"
"Adk"
"Dck"
"Ada"
"Ak2"
"Ak4"
"Ak1"
"Ak5"
"Ak7"
"Ak8"
"Ak6"
"Ak3"
"Entpd2"
"Ntpcr"
"Pde4a"
"Pde4b"
"Pde4c"
"Pde4d"
"Pde7a"
"Pde7b"
"Pde8b"
"Pde8a"
"Fhit"
"Enpp4"
"Enpp1"
"Enpp3"
"Urah"
"Urad"
"Allc"
"Cad"
"Dhodh"
"Cmpk2"
"Ctps"
"Ctps2"
"Uprt"
"Dctpp1"
"Tyms"
"Dctd"
"Dtymk"
"Got1"
"Got1l1"
"Got2"
"Il4i1"
"Lao1"
"Il4i1b"
"4930438A08Rik"
"Ddo"
"Asrgl1"
"Asns"
"Nit2"
"Gpt2"
"Gpt"
"Agxt2"
"Ass1"
"Asl"
"Nat8l"
"Rimklb"
"Rimkla"
"Folh1"
"Aspa"
"Aldh4a1"
"Gls2"
"Gls"
"Tha1"
"Phgdh"
"Psat1"
"Psph"
"Gcat"
"Tdh"
"Alas2"
"Alas1"
"Aoc3"
"Aoc2"
"Dao"
"Gatm"
"Gamt"
"Chdh"
"Bhmt"
"Dmgdh"
"Pipox"
"Sardh"
"Gnmt"
"Cbs"
"Cth"
"Sds"
"Sdsl"
"Srr"
"Kyat3"
"Kyat1"
"Bhmt2"
"Mtr"
"Mat1a"
"Mat2a"
"Mat2b"
"Amd1"
"Amd2"
"Srm"
"Sms"
"Mtap"
"Mri1"
"Apip"
"Enoph1"
"Adi1"
"Tat"
"Dnmt1"
"Dnmt3a"
"Dnmt3b"
"Ahcy"
"Ahcyl1"
"Ahcyl2"
"Gm4737"
"Bcat1"
"Bcat2"
"Gclc"
"Gclm"
"Gss"
"Cdo1"
"Ivd"
"Acad8"
"Hsd17b10"
"Hibadh"
"Mccc1"
"Mccc2"
"Auh"
"Aass"
"Aadat"
"Dhtkd1"
"Hykk"
"Phykpl"
"Camkmt"
"Kmt2a"
"Kmt2d"
"Kmt2c"
"Kmt2b"
"Kmt2e"
"Setd1a"
"Setd1b"
"Setd7"
"Prdm9"
"Ash1l"
"Smyd1"
"Smyd2"
"Smyd3"
"Suv39h1"
"Suv39h2"
"Ehmt2"
"Ehmt1"
"Setdb1"
"Setdb2"
"Gm45935"
"Prdm2"
"Ezh1"
"Ezh2"
"Setmar"
"Nsd1"
"Nsd2"
"Nsd3"
"Setd2"
"Dot1l"
"Kmt5a"
"Prdm6"
"Kmt5c"
"Kmt5b"
"Mecom"
"Prdm16"
"Tmlhe"
"Bbox1"
"Plod1"
"Plod2"
"Plod3"
"Colgalt1"
"Colgalt2"
"Otc"
"Arg1"
"Arg2"
"Nos1"
"Nos2"
"Nos3"
"Nags"
"Acy1"
"Ckmt1"
"Ckb"
"Ckm"
"Ckmt2"
"Azin2"
"Agmat"
"Odc1"
"Ldc1"
"Doxl2"
"Svs1"
"Doxl1"
"Aoc1"
"Smox"
"Cndp1"
"Cndp2"
"Carns1"
"Sat1"
"Sat2"
"Oat"
"Pycr1"
"Pycr2"
"Pycrl"
"Prodh"
"Aldh18a1"
"Lap3"
"P4ha2"
"P4ha1"
"P4ha3"
"Prodh2"
"L3hypdh"
"Hal"
"Uroc1"
"Amdhd1"
"Ftcd"
"Hdc"
"Hnmt"
"Carnmt1"
"Hpd"
"Hgd"
"Gstz1"
"Fah"
"Tyr"
"Th"
"Dct"
"Tyrp1"
"Ddc"
"Dbh"
"Pnmt"
"Tpo"
"Fahd1"
"Mif"
"Pah"
"Gm4952"
"Glyat"
"Keg1"
"Tdo2"
"Ido1"
"Ido2"
"Kmo"
"Kynu"
"Haao"
"Acmsd"
"Aldh8a1"
"Tph1"
"Tph2"
"Asmt"
"Aanat"
"Inmt"
"Gadl1"
"Csad"
"Ado"
"Ggt7"
"Ggt6"
"Scly"
"Txnrd1"
"Txnrd3"
"Txnrd2"
"Sephs2"
"Sephs1"
"Pstk"
"Sepsecs"
"Mars1"
"Mars2"
"Dglucy"
"Ggct"
"Chac1"
"Chac2"
"Oplah"
"Anpep"
"Nat8"
"Nat8f1"
"Nat8f7"
"Nat8f6"
"Nat8f2"
"Nat8f3"
"Nat8f5"
"Gsr"
"Txndc12"
"Gpx4"
"Prdx6"
"Prdx6b"
"Dolk"
"Dpagt1"
"Alg5"
"Glt28d2"
"Alg13"
"Alg14"
"Dpm1"
"Dpm2"
"Dpm3"
"Alg1"
"Alg2"
"Alg11"
"Alg3"
"Alg9"
"Alg12"
"Alg6"
"Alg8"
"Alg10b"
"Stt3a"
"Stt3b"
"Rpn1"
"Rpn2"
"Dad1"
"Tusc3"
"Ddost"
"Dolpp1"
"Mogs"
"Ganab"
"Man1b1"
"Man1a"
"Man1a2"
"Man1c1"
"Mgat1"
"Man2a1"
"Man2a2"
"Mgat2"
"Fut8"
"B4galt3"
"St6gal1"
"St6gal2"
"Mgat3"
"Mgat4b"
"Mgat4a"
"Mgat4d"
"Mgat5"
"Mgat5b"
"Mgat4c"
"Hexdc"
"St3gal3"
"B4galnt3"
"B4galnt4"
"Chst8"
"Chst9"
"Galnt1"
"Galnt10"
"Galnt16"
"Galnt6"
"Galnt7"
"Galnt5"
"Galnt17"
"Galnt12"
"Galnt13"
"Galnt2"
"Galnt4"
"Galnt18"
"Galnt14"
"Galntl5"
"Galnt3"
"Galnt11"
"Galnt15"
"Galntl6"
"C1galt1"
"C1galt1c1"
"Gcnt1"
"Gcnt3"
"Gcnt4"
"St3gal1"
"St3gal2"
"St6galnac1"
"B3gnt6"
"B4galt5"
"Pomt1"
"Pomt2"
"Pomgnt1"
"B3gat1"
"B3gat2"
"Chst10"
"Fut9"
"Fut4"
"Pomgnt2"
"B3galnt2"
"Pomk"
"Fktn"
"Fkrp"
"Rxylt1"
"B4gat1"
"Large2"
"Large1"
"Ogt"
"Eogt"
"Pofut1"
"Pofut2"
"Lfng"
"Mfng"
"Rfng"
"B3glct"
"Poglut1"
"Gxylt1"
"Gxylt2"
"Xxylt1"
"Xylt1"
"Xylt2"
"B4galt7"
"B3galt6"
"B3gat3"
"Csgalnact2"
"Csgalnact1"
"Chsy1"
"Chsy3"
"Chpf"
"Chpf2"
"Dse"
"Chst11"
"Chst12"
"Chst13"
"Chst3"
"Chst7"
"Chst15"
"Ust"
"Chst14"
"Extl2"
"Extl3"
"Extl1"
"Ext1"
"Ext2"
"Ndst1"
"Ndst2"
"Ndst3"
"Ndst4"
"Glce"
"Hs2st1"
"Hs6st1"
"Hs6st2"
"Hs6st3"
"Hs3st1"
"Hs3st2"
"Hs3st3a1"
"Hs3st3b1"
"Hs3st5"
"B3gnt2"
"Chst5"
"B4galt4"
"B3gnt7"
"Chst1"
"Chst2"
"Chst4"
"Spam1"
"Hyal1"
"Hyal2"
"Hyal5"
"Hyal4"
"Hyal3"
"Hyal6"
"Ids"
"Idua"
"Arsb"
"Hpse"
"Hpse2"
"Sgsh"
"Hgsnat"
"Naglu"
"Galns"
"Gns"
"Piga"
"Pigc"
"Pigh"
"Pigp"
"Pigq"
"Pigyl"
"Pigl"
"Pigw"
"Gpld1"
"Pigm"
"Pigx"
"Pigv"
"Pign"
"Pigb"
"Pigo"
"Pigf"
"Gpaa1"
"Pigk"
"Pigs"
"Pigt"
"Pigu"
"Pgap1"
"Pigz"
"Pigg"
"B3gnt5"
"Gm34653"
"B3galt1"
"B3galt2"
"B3galt5"
"Fut1"
"Fut2"
"Sec1"
"St3gal4"
"Ggta1"
"Abo"
"Fut7"
"St3gal6"
"St8sia1"
"A4galt"
"B3galnt1"
"B3gnt3"
"B3gnt4"
"Gcnt2"
"A3galt2"
"Gbgt1"
"Naga"
"B4galnt1"
"B3galt4"
"St8sia5"
"St3gal5"
"Slc33a1"
"St6galnac3"
"St6galnac4"
"St6galnac5"
"St6galnac6"
"Man2c1"
"Man2b1"
"Man2b2"
"Manba"
"Engase"
"Fuca1"
"Fuca2"
"Aga"
"Nfs1"
"Alppl2"
"Akp3"
"Alpl"
"Alpi"
"Acp1"
"Tpk1"
"Thtpa"
"Rfk"
"Acp5"
"Acp2"
"Flad1"
"Blvrb"
"Pnpo"
"Pdxk"
"Pdxp"
"Phospho2"
"Aspdh"
"Qprt"
"Naprt"
"Nmrk1"
"Nmrk2"
"Nmnat3"
"Nmnat1"
"Nmnat2"
"Nudt12"
"Nadsyn1"
"Nampt"
"Art2a"
"Art2b"
"Cd38"
"Bst1"
"Sirt1"
"Sirt2"
"Sirt3"
"Sirt4"
"Sirt5"
"Sirt6"
"Sirt7"
"Nadk"
"Nadk2"
"Nnt"
"Nnmt"
"Pank3"
"Pank2"
"Pank1"
"Ppcs"
"Ppcdc"
"Coasy"
"Aasdhppt"
"Vnn1"
"Vnn3"
"Hlcs"
"Btd"
"Lipt2"
"Lias"
"Lipt1"
"Gch1"
"Dhfr"
"Fpgs"
"Ggh"
"Pts"
"Spr"
"Qdpr"
"Pcbd1"
"Pcbd2"
"Mocs1"
"Mocs2"
"Gphn"
"Mocos"
"Mthfd1l"
"Mthfd1"
"Mthfd2"
"Mthfd2l"
"Mtfmt"
"Aldh1l1"
"Aldh1l2"
"Mthfr"
"Mthfs"
"Mthfsl"
"Bco1"
"Dhrs3"
"Dhrs4"
"Dhrs9"
"Rdh8"
"Rdh10"
"Rdh11"
"Rdh12"
"Rdh19"
"Rdh16f2"
"Rdh16"
"Rdh9"
"Rdh1"
"Rdh7"
"Sdr16c5"
"Lrat"
"Awat2"
"Rpe65"
"Rdh5"
"Aldh1a7"
"Aldh1a2"
"Aldh1a1"
"Aldh1a3"
"Cyp26a1"
"Cyp26b1"
"Cyp26c1"
"Cyp2a4"
"Cyp2a5"
"Cyp2a12"
"Retsat"
"Ears2"
"Eprs"
"Alad"
"Hmbs"
"Uros"
"Urod"
"Cpox"
"Ppox"
"Fech"
"Mmab"
"Hmox1"
"Hmox2"
"Blvra"
"Hccs"
"Cp"
"Heph"
"Fxn"
"Coq2"
"Coq3"
"Coq6"
"Coq5"
"Coq7"
"Nqo1"
"Ggcx"
"Vkorc1"
"Vkorc1l1"
